Name,playerID,ZIPs,Steamer,Real,SEGRIGO,Error_ZIPs,Error_Steamer,Error_SEGRIGO
Starling Marte,martest01,0.741906874,0.744000882,0.624694478,0.7558871391504806,0.117212396,0.11930640400000003,0.13119266115048056
Tim Anderson,anderti01,0.755247473,0.743964149,0.582405585,0.7157054911488597,0.172841888,0.16155856400000002,0.13329990614885978
Tyler O'Neill,oneilty01,0.778798023,0.757243759,0.715391419,0.7405490396104847,0.06340660399999998,0.04185233999999993,0.025157620610484654
Teoscar Hernandez,hernate01,0.769496939,0.759161909,0.740509734,0.7744944962105532,0.02898720500000007,0.01865217500000005,0.03398476221055324
Christian Yelich,yelicch01,0.758619758,0.773303225,0.817525891,0.7470813369989813,0.058906132999999916,0.04422266599999991,0.07044455400101868
Christian Vazquez,vazquch01,0.676601547,0.678322239,0.597703829,0.6859672195156485,0.078897718,0.08061841000000003,0.08826339051564858
Wilmer Flores,florewi01,0.761232735,0.736852494,0.863267525,0.7436772218517025,0.10203479000000004,0.12641503100000007,0.11959030314829755
Anthony Rizzo,rizzoan01,0.780920344,0.805421897,0.705807058,0.770594380331794,0.075113286,0.09961483900000001,0.06478732233179396
Max Kepler,keplema01,0.730109429,0.744696918,0.815993824,0.7185253638023664,0.085884395,0.07129690599999994,0.09746846019763356
Adam Duvall,duvalad01,0.793444512,0.692249965,0.834366147,0.7423717440484091,0.04092163500000001,0.14211618199999998,0.09199440295159089
Jean Segura,segurje01,0.716410402,0.724573078,0.555992843,0.7017749969322891,0.160417559,0.16858023500000008,0.1457821539322891
Gary Sanchez,sanchga02,0.740881216,0.690063144,0.780056179,0.705677237042012,0.03917496300000001,0.089993035,0.074378941957988
Mark Canha,canhama01,0.750410959,0.735478059,0.755029585,0.7469052782523624,0.004618625999999959,0.019551525999999986,0.008124306747637533
Alec Bohm,bohmal01,0.732651161,0.733432637,0.764608227,0.7256446378873272,0.03195706599999992,0.03117558999999992,0.038963589112672725
Nicky Lopez,lopezni01,0.660161956,0.649613988,0.632248061,0.6370016669972631,0.027913895000000077,0.01736592700000006,0.004753605997263155
Chris Taylor,tayloch03,0.723290615,0.681691403,0.745639176,0.7386980821978989,0.022348560999999934,0.06394777299999999,0.0069410938021010615
Ramon Laureano,laurera01,0.728084416,0.709528464,0.67564658,0.7067377660815294,0.05243783599999996,0.03388188400000003,0.031091186081529387
Cavan Biggio,biggica01,0.708881755,0.704987042,0.7104789,0.7346856917115617,0.0015971450000000775,0.005491858000000072,0.024206791711561704
Jurickson Profar,profaju01,0.795020262,0.766351516,0.689345567,0.7161318689851717,0.10567469499999993,0.07700594899999991,0.026786301985171623
Brandon Belt,beltbr01,0.814056557,0.748683823,0.858487397,0.8481458572616158,0.04443083999999997,0.10980357399999996,0.010341539738384142
Yuli Gurriel,gourryu01,0.817879446,0.695647796,0.663011769,0.6919585501094134,0.15486767699999993,0.03263602700000001,0.0289467811094134
Brian Anderson,anderbr06,0.726165414,0.681251058,0.678173835,0.7041989511204504,0.04799157900000006,0.003077223000000018,0.026025116120450442
Joey Wendle,wendljo01,0.716287456,0.687913934,0.554016353,0.699038867632202,0.16227110300000003,0.13389758100000004,0.14502251463220206
Eduardo Escobar,escobed01,0.70880447,0.704606675,0.613230519,0.724823800269729,0.09557395099999999,0.09137615599999993,0.111593281269729
Josh Bell,belljo02,0.742593325,0.792225426,0.743850418,0.7522645379104358,0.001257092999999987,0.04837500800000005,0.008414119910435836
David Peralta,peralda01,0.726700991,0.721370625,0.674549521,0.7254515560056218,0.05215146999999998,0.04682110400000006,0.05090203500562185
Lourdes Gurriel Jr.,gurrilo01,0.775466893,0.765084812,0.771916539,0.7766096078484452,0.0035503540000000333,0.00683172700000001,0.004693068848445225
Whit Merrifield,merriwh01,0.676482331,0.692991964,0.699651662,0.6979641158114646,0.02316933099999996,0.006659697999999992,0.0016875461885353937
Jorge Soler,solerjo01,0.771135712,0.756421203,0.853284071,0.7656390883349081,0.08214835900000006,0.09686286799999999,0.08764498266509191
Manuel Margot,margoma01,0.671987046,0.708350705,0.685729596,0.6839065595631435,0.01374255000000002,0.022621108999999917,0.001823036436856551
Carlos Santana,santaca01,0.73786399,0.745794164,0.747346159,0.7169224045011185,0.009482168999999985,0.0015519950000000282,0.03042375449888146
Nick Castellanos,casteni01,0.766804835,0.742596937,0.787513747,0.7512237528382327,0.020708912000000024,0.04491681000000003,0.03628999416176726
Robbie Grossman,grossro01,0.705678729,0.676371366,0.734243895,0.717978078690165,0.02856516600000003,0.05787252899999995,0.016265816309835035
Randal Grichuk,grichra01,0.760959669,0.75501473,0.779119824,0.748952965184973,0.01816015500000001,0.02410509400000005,0.03016685881502701
Andrew McCutchen,mccutan01,0.737678131,0.723358299,0.775871414,0.743941533855033,0.03819328300000002,0.052513115,0.031929880144967004
Donovan Solano,solando01,0.711456545,0.70257559,0.759751832,0.7306655262548682,0.048295286999999965,0.05717624199999993,0.029086305745131713
Kevin Newman,newmake01,0.680741229,0.682149043,0.675201416,0.6561671948250879,0.005539812999999949,0.006947626999999956,0.019034221174912158
Martin Maldonado,maldoma01,0.577658909,0.62524681,0.606294146,0.649362197467839,0.028635236999999925,0.018952664000000063,0.043068051467838986
Charlie Blackmon,blackch02,0.757578247,0.753881757,0.803307545,0.7519732836495059,0.04572929800000003,0.04942578799999997,0.051334261350494126
Isiah Kiner-Falefa,kineris01,0.638126957,0.671308988,0.646046352,0.6707344512243019,0.007919395000000051,0.025262636000000005,0.024688099224301818
Eddie Rosario,rosared01,0.683271613,0.698229264,0.754645162,0.7224292262897113,0.07137354899999993,0.05641589800000002,0.03221593571028869
Max Muncy,muncyma01,0.55081817,0.790097103,0.808437067,0.7794171975610047,0.25761889699999996,0.01833996399999993,0.02901986943899526
Miguel Cabrera,cabremi01,0.655776627,0.666249678,0.674915034,0.7092305410912436,0.019138407000000024,0.008665355999999957,0.03431550709124365
